date,number_kids,guardian_ed,birth_order,gender,word_original,word_standard,cdi_cat,word_validation,subject,addressee,age,age_current,lang,home_lang
10/6/14,3,College,2,Male,Game,Game,Toys,Dada,Animal,mother,14,8,English,English
10/10/14,1,High school,1,Male,Gamma,Gamma,N/A,Mama,Person,mother and grandmother,10,18,English,English
9/22/14,2,College,2,Male,Garbage,Garbage,Small Household Objects,Check,Other object,Trash,18,4,English,English
10/7/14,3,High school,3,Female,Gat Gat,Gat Gat,Animals,Dada,Animal,our family dog,7,6,English,English
10/6/14,2,Graduate degree,1,Male,Geeee,Gee,Sound Effects,Check,Sound Effects,to a sound ,5,7,Hindi,Hindi
10/16/14,1,Some college,1,Male,Gee,Gee,Sound Effects,Check,Animal,Our dog ,5,4,English,English
9/23/14,1,College,1,Female,Petto,Gepetto,People,Check,Other object,A character on the TV screen.,15,2,English,English
9/23/14,1,College,1,Male,Get,Get,N/A,Mama,Person,me,14,3,English,English
10/9/14,1,Some college,1,Male,Get,Get,N/A,Check,Action Word,mom,12,5,English,English
10/7/14,1,High school,1,Female,Getty,Getty,N/A,Mama,Food and Drink,mother,24,7,English,English
10/2/14,1,Some college,1,Male,Gg,Gg,N/A,Check,Person,his cousin,3,5,English,English
10/9/14,2,College,2,Male,Gigi,Gigi,N/A,Mama,Person,me,10,13,English,English
9/30/14,2,Graduate degree,1,Female,Gimme,Gimme,Action,Dada,Food and Drink,parents,11,3,English,English
9/29/14,2,High school,1,Male,Raff,Giraffe,Animals,Dada,Animal,His stuffed animal.,5,3,English,English
9/29/14,5,Some college,2,Male,Glade,Glade,People,Check,Person,uncle,7,17,English,English
9/22/14,5,Some college,4,Male,Go,Go,Action,Dada,Toy,his toy car,9,17,English,English
9/23/14,2,Graduate degree,1,Female,Go,Go,Action,Mama,Person,Myself,15,7,English,English
9/23/14,2,Some college,2,Female,Go,Go,Action,Mama,Action Word,her mother,13,14,English,English
9/24/14,4,College,1,Female,Go,Go,Action,Mama,Action Word,Anyone who was leaving,9,18,English,English
9/24/14,3,Graduate degree,1,Female,Go,Go,Action,Mama,Action Word,everyone,13,18,English,English
9/24/14,1,High school,1,Male,Go,Go,Action,Check,Games or Routines,me,15,5,English,English
10/5/14,4,Graduate degree,3,Male,Go,Go,Action,Check,Vehicles,Mother,8,18,English,English
10/6/14,3,Some college,2,Female,Go,Go,Action,Mama,Action Word,car,6,14,English,English
10/8/14,2,College,1,Male,Go,Go,Action,Dada,Action Word,dad,10,7,English,English
10/9/14,2,Some college,2,Female,Go,Go,Action,Mama,Games or Routines,Mom,10,7,English,English
10/12/14,1,Some college,1,Female,Go,Go,Action,Check,Games or Routines,myself,7,8,English,English
9/27/14,3,Some college,2,Male,Go Gog,Go Dog,Phrase,Dada,Action Word,The dog,7,2,English,English
9/23/14,1,College,1,Male,Goal,Goal,Games and Routines,Mama,Games or Routines,with his dad,14,1,English,English
10/1/14,1,Some college,1,Female,God,God,People,Dada,Sound Effects,N/A,12,18,English,English
10/9/14,2,Graduate degree,2,Female,God,God,People,Check,Other object,Repeated after me,6,4,English,English
10/13/14,1,High school,1,Male,Goggy,Goggy,Animals,Check,Animal,my dog,12,2,English,English
9/23/14,5,Some college,5,Male,Good,Good,Descriptive,Check,Food and Drink,both of us,3,10,English,English
10/13/14,2,Some college,2,Female,Good Boo,Good Boo,Phrase,Check,Person,mother,6,14,English,English
10/7/14,2,College,1,Male,Got,Got,N/A,Check,Animal,Grandmother,10,18,English,English
10/3/14,3,Some college,2,Male,GoTo,GoTo,Phrase,Check,Place,dad,6,7,English,English
9/22/14,1,Graduate degree,1,Male,Nana,Grandma,People,Dada,Person,Me,19,2,English,English
9/22/14,1,Some college,1,Female,Nana,Grandma,People,Check,Person,her aunt,4,2,English,English
9/22/14,1,High school,1,Female,Granny,Grandma,People,Check,Person,Grandmother,7,6,English,English
9/22/14,3,Some college,1,Male,Nana,Grandma,People,Check,Person,Grandmother,9,5,English,English
9/23/14,3,College,1,Female,Gramma,Grandma,People,Dada,Person,grandma,4,16,English,English
9/23/14,2,Graduate degree,2,Male,Nana,Grandma,People,Check,Person,grandma,10,2,English,English
9/23/14,4,Some college,2,Male,Nama,Grandma,People,Mama,Person,grandma,9,4,English,English
9/23/14,2,High school,1,Female,Gummy,Grandma,People,Mama,Person,grandmother,10,18,English,English
9/24/14,1,Graduate degree,1,Female,Mo,Grandma,People,Mama,Person,Grandmother,6,2,English,English
9/24/14,3,Graduate degree,3,Female,Bobo,Grandma,People,Mama,Person,grandmother,9,2,English,English
9/24/14,1,High school,1,Male,Nanna,Grandma,People,Mama,Person,His grandmother,NA,2,English,English
9/24/14,2,College,2,Male,Nina,Grandma,People,Dada,Person,grandmother,9,8,English,English
9/25/14,4,Some graduate school,3,Female,Bama,Grandma,People,Mama,Person,My mom her Grandma,24,10,English,English
9/29/14,2,Some college,1,Female,Hammi,Grandma,People,Dada,Person,Maternal grandmother,11,11,Japanese,English
9/30/14,2,Graduate degree,2,Female,Maw,Grandma,People,Check,Person,grandma,12,14,English,English
10/1/14,2,High school,2,Female,Dwama,Grandma,People,Check,Person,my mother,18,5,English,English
10/1/14,3,Graduate degree,2,Female,Nene,Grandma,People,Check,Person,grandma,9,4,English,English
10/4/14,2,High school,2,Male,Nana,Grandma,People,Mama,Person,Grandmother,15,2,English,English
10/5/14,2,College,1,Male,Ama,Grandma,People,Mama,Person,Mom,11,18,Taiwanese,English
10/13/14,1,Some college,1,Male,Nana,Grandma,People,Dada,Person,grandma,9,4,English,English
10/14/14,3,Graduate degree,3,Female,Nanny,Grandma,People,Dada,Person,her grandmother,13,11,English,Spanish
10/15/14,1,Some college,1,Female,Granny,Grandma,People,Mama,Person,Grandmother,6,4,English,English
9/22/14,3,High school,2,Female,Poppy,Grandpa,People,Dada,Person,Her Grandfather,10,11,English,English
10/3/14,3,College,2,Male,Papa,Grandpa,People,Check,Person,Grandpa,8,3,English,English
10/9/14,4,High school,1,Female,Bompa,Grandpa,People,Mama,Person,grandpa,10,18,English,English
10/9/14,2,Some college,2,Female,Pop,Grandpa,People,Check,Person,Her papa (grandfather),6,11,English,English
10/11/14,4,Some college,4,Female,Poppop,Grandpa,People,Check,Person,Her grandfather.,5,4,English,English
10/11/14,3,High school,3,Male,Bapa(Grandpa),Grandpa,People,Mama,Person,Grandpa,10,2,English,English
10/11/14,3,High school,1,Female,Bapa,Grandpa,People,Dada,Person,Grandpa,11,5,English,English
10/7/14,1,Elementary,1,Male,Grandpa Grandma Hungry,Grandpa Grandma Hungry,Phrase,Check,Person,dad & mom,9,7,English,English
10/3/14,4,College,4,Male,Gabbie,Gravy,Food and Drink,Check,Food and Drink,grandmother,10,14,English,English
9/28/14,1,Some graduate school,1,Female,Ha-Yah,Ha Yah,Sound Effects,Mama,Action Word,daddy,12,9,English,English
9/27/14,2,Some college,1,Male,Haha,Haha,Sound Effects,Dada,Person,dad,15,7,English,English
9/24/14,1,Some college,1,Female,Happy,Happy,Descriptive,Check,Games or Routines,mom,10,3,English,English
10/5/14,1,High school,1,Male,Happy,Happy,Descriptive,Check,Action Word,Me (his mom),NA,3,English,English
10/15/14,1,Some college,1,Female,Happy,Happy,Descriptive,Check,Action Word,Herself,9,3,English,English
10/16/14,1,High school,1,Male,Happy,Happy,Descriptive,Check,Animal,to our dog named Happy,11,1,English,English
10/16/14,1,College,1,Female,Happy,Happy,Descriptive,Check,Action Word,No one in particular,24,2,English,English
9/23/14,3,Graduate degree,3,Female,Hat,Hat,Clothing,Mama,Other object,mother,8,8,English,English
10/6/14,3,Some college,2,Male,Oye,Hear,Action,Check,Action Word,anyone,11,15,Spanish,Spanish
9/23/14,1,College,1,Female,Hello,Hello,Games and Routines,Dada,Person,Her dad,15,2,English,English
9/24/14,1,College,1,Male,Hello,Hello,Games and Routines,Check,Person,Me.,11,2,English,English
9/28/14,3,College,2,Female,Hello,Hello,Games and Routines,Mama,Person,Everyone,9,8,English,English
9/29/14,3,College,2,Male,Hello,Hello,Games and Routines,Check,Person,every one,9,16,English,English
10/6/14,5,High school,1,Male,Hello,Hello,Games and Routines,Mama,Sound Effects,To us (parents),4,10,English,English
10/8/14,2,Some college,2,Female,Hello,Hello,Games and Routines,Check,Person,myself and my wife,6,1,English,English
10/11/14,2,College,1,Female,Hello,Hello,Games and Routines,Dada,Animal,mom  ,8,4,English,English
10/14/14,1,Some college,1,Female,Ello,Hello,Games and Routines,Dada,Action Word,me,2,4,English,English
10/11/14,3,College,2,Female,Help,Help,Action,Dada,Person,dad,8,6,English,English
9/23/14,2,Graduate degree,2,Female,Here,Here,Prepositions and Locations,Mama,Person,My mother,17,1,English,English
9/22/14,1,Some college,1,Female,Heyyy,Hey,Games and Routines,Check,Sound Effects,ANYONE,8,4,English,English
9/24/14,1,Some college,1,Female,Hey,Hey,Games and Routines,Check,Person,a friend of mine,11,12,English,English
10/8/14,3,College,1,Female,Hey,Hey,Games and Routines,Dada,Person,mom and dad,4,10,English,English
10/9/14,2,Some college,1,Male,Hey,Hey,Games and Routines,Check,Animal,The dogs,12,2,English,English
10/15/14,3,College,1,Female,Hey,Hey,Games and Routines,Check,Person,me,8,10,English,English
9/22/14,3,High school,1,Male,Hi,Hi,Games and Routines,Dada,Action Word,Myself,10,1,English,English
9/22/14,4,High school,1,Female,Hi,Hi,Games and Routines,Dada,Games or Routines,mommy,6,18,English,English
9/22/14,2,College,2,Male,Hihi,Hi,Games and Routines,Check,Person,people he recognized,8,1,English,English
9/22/14,1,High school,1,Female,Hi,Hi,Games and Routines,Check,Person,addressed to me,13,3,English,English
9/23/14,1,College,1,Male,Hiya,Hi,Games and Routines,Check,Action Word,Mommy.,11,2,English,English
9/23/14,2,Some college,2,Male,Hi,Hi,Games and Routines,Dada,Action Word,It was addressed to everyone.,6,4,English,English
9/23/14,2,College,2,Female,Hi,Hi,Games and Routines,Mama,Action Word,mother,10,5,English,English
9/23/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Check,Action Word,mother,11,3,English,English
9/23/14,5,Some college,4,Male,Hi,Hi,Games and Routines,Check,Person,myself,3,15,English,English
9/24/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Dada,Action Word,Father,10,1,English,English
9/24/14,1,College,1,Female,Hi,Hi,Games and Routines,Mama,Action Word,everyone and everything,10,2,English,English
9/24/14,1,High school,1,Female,Hi,Hi,Games and Routines,Dada,Action Word,anyone that said hi first,24,16,English,English
9/24/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Mama,Food and Drink,Mother,6,1,English,English
9/24/14,2,Graduate degree,1,Male,Hi,Hi,Games and Routines,Check,Person,Mother,6,2,English,English
9/24/14,2,Graduate degree,2,Male,Hi,Hi,Games and Routines,Mama,Action Word,everyone,12,5,English,English
9/25/14,1,High school,1,Male,Hi,Hi,Games and Routines,Mama,Action Word,mother,12,6,English,English
9/25/14,1,Some graduate school,1,Female,Hi,Hi,Games and Routines,Check,Person,me,6,5,English,English
9/25/14,1,College,1,Female,Hi,Hi,Games and Routines,Dada,Sound Effects,Me and my wife,9,3,English,English
9/27/14,2,Some college,2,Male,Hi,Hi,Games and Routines,Dada,Action Word,Grandmother,12,7,English,English
9/27/14,3,High school,2,Female,Hah,Hi,Games and Routines,Check,Action Word,Parents,15,7,English,English
9/27/14,2,College,2,Female,Hi,Hi,Games and Routines,Check,Person,mom,3,3,English,English
9/29/14,3,College,3,Male,Hi,Hi,Games and Routines,Dada,Action Word,Grandmother,8,1,English,English
9/29/14,3,Graduate degree,2,Female,Hi,Hi,Games and Routines,Dada,Games or Routines,None,7,3,English,English
9/29/14,1,College,1,Male,Hiya,Hi,Games and Routines,Check,Action Word,Anyone,11,2,English,English
9/29/14,3,College,1,Female,Hi,Hi,Games and Routines,Dada,Person,everyone,7,17,English,English
9/29/14,2,Some college,1,Female,Hi,Hi,Games and Routines,Mama,Person,nana,10,11,English,English
9/29/14,1,High school,1,Male,Hi,Hi,Games and Routines,Mama,Person,visiting relative,9,2,English,English
9/29/14,2,High school,2,Female,Hi,Hi,Games and Routines,Check,Action Word,Her Dad,6,1,English,English
9/29/14,2,College,2,Male,Hi,Hi,Games and Routines,Mama,Action Word,The mother,12,1,English,English
9/30/14,1,College,1,Female,Hi,Hi,Games and Routines,Mama,Action Word,her father,5,5,English,English
9/30/14,3,Some college,2,Male,Hi,Hi,Games and Routines,Mama,Action Word,Self mom,5,4,English,English
10/1/14,1,Some college,1,Male,Hi,Hi,Games and Routines,Dada,Person,father of the child,13,4,English,English
10/2/14,1,High school,1,Female,Hi,Hi,Games and Routines,Dada,Person,Grandma,12,2,English,English
10/2/14,1,College,1,Female,Hi,Hi,Games and Routines,Mama,Games or Routines,me her mother,7,2,English,English
10/2/14,1,College,1,Female,Hi,Hi,Games and Routines,Check,Person,everyone,13,3,English,English
10/4/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Dada,Person,Anyone,6,2,English,English
10/4/14,1,College,1,Female,Hi,Hi,Games and Routines,Check,Action Word,Everyone when they came in the same room as her.,7,15,English,English
10/4/14,4,Some college,3,Female,Hi,Hi,Games and Routines,Dada,Person,everyone,6,18,English,English
10/5/14,1,High school,1,Male,Hi,Hi,Games and Routines,Check,Person,Me,9,5,English,English
10/5/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Check,Games or Routines,Everyone,12,6,English,English
10/5/14,4,Graduate degree,1,Male,Hi,Hi,Games and Routines,Check,Sound Effects,Everyone,8,5,English,English
10/7/14,1,Some college,1,Male,Hi,Hi,Games and Routines,Dada,Person,his dad,9,3,English,English
10/7/14,2,Graduate degree,2,Male,Hi,Hi,Games and Routines,Check,Games or Routines,mom,5,4,English,English
10/7/14,1,Some college,1,Male,Hi,Hi,Games and Routines,Mama,Action Word,DAD,12,2,English,English
10/7/14,1,Graduate degree,1,Female,Hi,Hi,Games and Routines,Mama,Person,Father,10,1,English,English
10/9/14,1,College,1,Male,Hi,Hi,Games and Routines,Check,Person,dad,5,5,English,English
10/9/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Mama,Person,Me,10,2,English,English
10/11/14,2,College,1,Female,Hi,Hi,Games and Routines,Dada,Action Word,all,16,18,English,English
10/12/14,3,College,3,Female,Hi,Hi,Games and Routines,Dada,Person,Daddy,10,0,English,English
10/12/14,2,Some college,2,Male,Hi,Hi,Games and Routines,Dada,Person,sister ,7,8,English,English
10/13/14,1,Some college,1,Male,Hi,Hi,Games and Routines,Check,Games or Routines,me his mother,11,1,English,English
10/13/14,2,Some college,1,Male,Hi,Hi,Games and Routines,Mama,Person,MOM,12,8,English,English
10/13/14,1,Some college,1,Female,Hi,Hi,Games and Routines,Mama,Action Word,me.,4,6,English,English
10/14/14,2,Graduate degree,2,Female,Hi,Hi,Games and Routines,Mama,Person,Mom,11,2,English,English
10/15/14,1,College,1,Female,Hi,Hi,Games and Routines,Dada,Person,Father,9,13,English,English
10/15/14,2,College,2,Female,Hi,Hi,Games and Routines,Check,Action Word,Me her mother.,2,1,English,English
10/15/14,3,College,2,Female,Hi,Hi,Games and Routines,Mama,Action Word,Mom,11,3,English,English
9/24/14,1,College,1,Male,Home,Home,Outside Things,Dada,Place,mom,10,1,English,English
10/5/14,3,College,1,Female,Horsey,Horse,Animals,Check,Animal,My sisters horse,11,10,English,English
9/23/14,3,College,3,Male,Hot,Hot,Descriptive,Dada,Person,Dad,3,1,English,English
9/24/14,1,Some college,1,Female,Hot,Hot,Descriptive,Check,Action Word,The stove and BBQ Grill,12,1,English,English
9/24/14,1,Some college,1,Female,Hot,Hot,Descriptive,Mama,Person,mom,8,16,English,English
9/24/14,1,High school,1,Female,Hot,Hot,Descriptive,Dada,Action Word,DAD,10,1,English,English
9/24/14,3,College,2,Male,Hot,Hot,Descriptive,Check,Other object,mom,12,18,English,English
9/24/14,3,College,2,Male,Hot,Hot,Descriptive,Check,Other object,mom,12,18,English,English
9/30/14,2,College,1,Female,Hot,Hot,Descriptive,Mama,Food and Drink,It was addressed to me (her mother.),12,8,English,English
10/5/14,1,Some graduate school,1,Male,Hot,Hot,Descriptive,Mama,Person,Mother,17,18,English,English
10/13/14,8,College,8,Male,Hot,Hot,Descriptive,Dada,Food and Drink,mom,15,1,English,English
10/16/14,1,College,1,Female,House,House,Outside Things,Check,Place,Mom,19,2,English,English
9/24/14,3,College,3,Male,Hug,Hug,Action,Mama,Action Word,To me (his Mom.),6,6,English,English
10/1/14,4,High school,4,Male,Huggie,Hug,Action,Dada,Games or Routines,mom,11,11,English,English
10/15/14,2,College,1,Male,Hug,Hug,Action,Check,Action Word,His father,19,6,English,English
9/23/14,1,Some college,1,Male,Hungry,Hungry,Descriptive,Check,Food and Drink,myself,23,3,English,English
10/5/14,2,Some college,2,Male,Hungry,Hungry,Descriptive,Dada,Person,No one in paticular.,6,1,English,English
10/5/14,2,Some college,1,Male,Hungry,Hungry,Descriptive,Dada,Person,No one in paticular,8,2,English,English
10/15/14,1,Elementary,1,Female,Hambre,Hungry,Descriptive,Check,Food and Drink,Mother,20,18,Spanish,Spanish
10/15/14,3,High school,1,Male,I Getcha,I Getcha,Phrase,Mama,Games or Routines,grandma,5,18,English,English
9/24/14,2,Some college,2,Male,Issy,Issy,People,Mama,Person,Sister,11,5,English,English
10/16/14,1,Some college,1,Male,It,It,Pronouns,Mama,Person,Father's Mother,NA,14,English,English
10/7/14,2,College,2,Female,Itu Tu,Itu Tu,N/A,Check,Action Word,Me,10,17,Malay,Malay
10/5/14,2,College,2,Male,Ja,Ja,N/A,Check,Food and Drink,Dad,10,7,Taiwanese,English
9/24/14,1,College,1,Female,Jayjay,Jayjay,Animals,Dada,Animal,the dog ,18,3,English,English
9/30/14,1,College,1,Female,Jet,Jet,Vehicles,Check,Vehicles,To me,3,8,English,English
10/5/14,2,Some graduate school,2,Female,Jim,Jim,People,Mama,Person,mom,17,2,English,English
10/6/14,1,Some college,1,Male,Jon,Jon,People,Mama,Person,The uncle.,6,2,English,English
9/22/14,2,Some college,1,Male,Juice,Juice,Food and Drink,Mama,Food and Drink,mother/father,NA,3,English,English
9/23/14,1,Graduate degree,1,Female,Oos,Juice,Food and Drink,Mama,Food and Drink,mom,7,17,English,English
9/24/14,1,College,1,Male,Juice,Juice,Food and Drink,Mama,Food and Drink,Mom,10,6,English,English
9/24/14,3,College,2,Female,Juice,Juice,Food and Drink,Mama,Food and Drink,To me (her Mom).,6,7,English,English
9/27/14,2,College,2,Male,Deuce,Juice,Food and Drink,Check,Food and Drink,Wife,8,3,English,English
9/30/14,1,Some college,1,Female,Juice,Juice,Food and Drink,Dada,Food and Drink,noone,12,11,English,English
10/12/14,3,High school,2,Male,Juice,Juice,Food and Drink,Dada,Food and Drink,Nobody,13,18,English,English
10/14/14,2,Some college,2,Female,Juice,Juice,Food and Drink,Mama,Food and Drink,mom,12,2,English,English
10/7/14,2,College,2,Female,K,K,N/A,Mama,Person,sibling,10,12,English,English
10/4/14,2,Graduate degree,2,Male,Kadi,Kadi,Animals,Check,Animal,To the dog named Kadi.,10,1,English,English
9/22/14,3,High school,2,Female,Kai,Kai,People,Dada,Person,Her older cousin.,11,9,English,English
10/4/14,2,Graduate degree,2,Female,Kat,Kat,People,Mama,Person,Her older sister,18,2,English,English
9/22/14,2,College,1,Female,Kiki,Kiki,People,Dada,Person,Aunt,6,5,English,English
9/27/14,2,Some graduate school,2,Male,Kiki,Kiki,Toys,Mama,Toy,no one,9,2,English,English
10/1/14,4,High school,2,Female,Kissy,Kissy,Games and Routines,Mama,Games or Routines,mom and dad,12,18,English,English
9/24/14,3,Some college,2,Male,Itty,Kitty,Animals,Mama,Animal,cat,6,18,English,English
9/22/14,2,High school,2,Male,Cat,Kitty,Animals,Mama,Animal,to the cat,9,7,English,English
9/22/14,2,College,1,Female,Cat,Kitty,Animals,Check,Animal,My cat,14,7,English,English
9/22/14,1,Some college,1,Male,Cat,Kitty,Animals,Mama,Animal,Our pet cat,24,10,English,English
9/22/14,1,High school,1,Female,Cat,Kitty,Animals,Check,Animal,Mother,4,3,English,English
9/22/14,2,Graduate degree,2,Female,Cat,Kitty,Animals,Dada,Animal,Our pet cat.,8,18,English,English
9/22/14,1,College,1,Male,Kitty,Kitty,Animals,Check,Animal,The family pet,12,8,English,English
9/23/14,1,High school,1,Male,Cat,Kitty,Animals,Dada,Animal,our cat,10,1,English,English
9/23/14,2,Some college,1,Female,Kitty,Kitty,Animals,Dada,Animal,parents and cat,9,16,English,English
9/23/14,1,Some college,1,Female,Kitty,Kitty,Animals,Check,Animal,To our cat,10,3,English,English
9/23/14,4,Some college,4,Female,Kitkey,Kitty,Animals,Mama,Animal,cat,10,2,English,English
9/24/14,1,High school,1,Female,Keekee,Kitty,Animals,Mama,Animal,Our Cat,9,3,English,English
9/24/14,1,Graduate degree,1,Male,Kikit,Kitty,Animals,Dada,Animal,Dad,14,3,English,English
9/24/14,2,Graduate degree,1,Female,Kitty,Kitty,Animals,Mama,Animal,Mother,9,5,English,English
9/24/14,2,College,1,Female,Kitty,Kitty,Animals,Dada,Animal,everyone,10,13,English,English
9/26/14,1,Some college,1,Male,Kiddy,Kitty,Animals,Check,Animal,the cat,11,18,English,English
9/28/14,1,Some college,1,Male,Kitty,Kitty,Animals,Dada,Animal,The cat MooMoo,11,2,English,English
9/29/14,2,College,2,Male,Kitty,Kitty,Animals,Mama,Animal,mother,9,1,English,English
9/30/14,1,College,1,Male,Kiddy,Kitty,Animals,Check,Animal,Pet Cat,14,8,English,English
9/30/14,2,High school,2,Male,Kitty,Kitty,Animals,Check,Animal,cats,8,2,English,English
9/30/14,3,Some college,1,Male,Kitty,Kitty,Animals,Check,Animal,Household Pet,5,9,English,English
10/2/14,2,Some college,1,Female,Kitty,Kitty,Animals,Dada,Animal,Mom,6,14,English,English
10/2/14,1,College,1,Male,Kitty,Kitty,Animals,Check,Animal,said to himself,11,9,English,English
10/2/14,1,College,1,Female,Kitty,Kitty,Animals,Check,Animal,the kitty,18,18,English,English
10/3/14,2,Graduate degree,1,Male,Kitty,Kitty,Animals,Mama,Animal,pet cat,10,3,English,English
10/3/14,4,College,2,Female,Kiikii,Kitty,Animals,Check,Animal,calling the kitty,11,18,English,English
10/4/14,4,High school,3,Male,Kitty,Kitty,Animals,Dada,Animal,Dad,11,13,English,English
10/5/14,3,College,3,Male,Kitty,Kitty,Animals,Check,Animal,our cat,11,2,English,English
10/5/14,1,College,1,Male,Kitty,Kitty,Animals,Check,Animal,His father,12,2,English,English
10/5/14,3,High school,3,Male,Kitty,Kitty,Animals,Mama,Animal,our cat,5,15,English,English
10/9/14,4,High school,4,Female,Kitty,Kitty,Animals,Dada,Animal,pet,9,10,English,English
10/9/14,2,High school,2,Female,Kitty,Kitty,Animals,Check,Person,mother,5,8,English,English
10/10/14,2,College,1,Male,Kitty,Kitty,Animals,Dada,Animal,His favorite stuffed cat.,10,8,English,English
10/10/14,1,Graduate degree,1,Male,Kitty,Kitty,Animals,Mama,Animal,Our cat,11,2,English,English
10/13/14,1,College,1,Male,Kitty,Kitty,Animals,Mama,Animal,the family cat,11,6,English,English
10/13/14,3,Some college,1,Male,Kitty,Kitty,Animals,Dada,Animal,My sister iguana.,13,18,English,English
10/14/14,1,Some college,1,Male,Kee,Kitty,Animals,Check,Animal,Cats,6,17,English,English
10/15/14,2,Some college,1,Male,Kitty,Kitty,Animals,Check,Animal,the cat,8,2,English,English
9/30/14,2,Graduate degree,2,Female,Lake,Lake,Outside Things,Check,Place,relative,6,18,English,English
10/8/14,3,Graduate degree,2,Male,Layla,Layla,People,Check,Person,sister,12,1,English,English
10/1/14,2,College,2,Female,Leah,Leah,People,Check,Person,Her big sister,10,1,English,English
10/16/14,3,Some college,2,Male,Lex,Lex,People,Mama,Person,His older brother Alex.,10,9,English,English
9/23/14,3,Graduate degree,2,Female,Lexis,Lexis,People,Dada,Person,Our first child Alexis,11,15,English,English
9/23/14,3,Graduate degree,1,Female,Light,Light,Small Household Objects,Check,Other object,parents,6,10,English,English
9/24/14,1,Some college,1,Male,Light,Light,Small Household Objects,Check,Other object,My grandfather,20,3,English,English
9/24/14,2,Some college,2,Male,Light,Light,Small Household Objects,Mama,Person,Father,11,6,English,English
9/28/14,1,Some college,1,Male,Light,Light,Small Household Objects,Mama,Other object,the light,10,2,English,English
10/4/14,1,Some college,1,Female,Light,Light,Small Household Objects,Check,Other object,Mother,9,2,English,English
10/15/14,2,Some college,1,Female,Light,Light,Small Household Objects,Check,Other object,mother,10,12,English,English
9/22/14,1,College,1,Male,Look,Look,Action,Mama,Action Word,object,18,2,English,English
9/29/14,2,Some college,1,Male,Look,Look,Action,Mama,Animal,Mother,8,18,English,English
10/15/14,3,Some graduate school,2,Male,Ook,Look,Action,Dada,Action Word,Mother or father,6,18,English,English
10/5/14,2,College,1,Female,Louie,Louie,People,Check,Animal,pet cat's name,9,18,English,English
9/23/14,1,High school,1,Female,Love,Love,Action,Mama,Action Word,no one,4,1,English,English
9/24/14,4,College,2,Female,Wuv,Love,Action,Mama,Action Word,Anyone,10,17,English,English
10/2/14,3,High school,3,Male,Love,Love,Action,Check,Person,Daddy,2,0,English,English
9/22/14,2,High school,2,Male,Love You,Love You,Phrase,Mama,Person,parents and sister,11,2,English,English
9/24/14,2,Some college,2,Female,Love You,Love You,Phrase,Check,Person,Mom,4,4,English,English
10/5/14,3,Some graduate school,2,Female,Lovey,Lovey,Toys,Check,Toy,Mom & Big Sister,8,18,English,English
10/11/14,1,Graduate degree,1,Female,Lucy,Lucy,People,Dada,Animal,Her mother,14,2,English,English
9/22/14,5,Some college,5,Male,Ma,Ma,N/A,Check,Food and Drink,n/a,0,0,Spanish,Spanish
10/2/14,3,Some college,2,Male,Maka,Maka,People,Dada,Person,his brother Michael,9,18,English,English
9/22/14,3,High school,2,Male,Mama,Mama,People,Mama,Person,mom,20,12,English,English
9/22/14,1,Some college,1,Male,Mama,Mama,People,Mama,Person,Me (the mother) ,4,2,English,English
9/22/14,3,Some college,2,Male,Mama,Mama,People,Mama,Person,Me,11,6,English,English
9/22/14,2,Some college,1,Female,Mama,Mama,People,Check,Person,Mom,9,12,English,English
9/22/14,4,Some college,2,Female,Mama,Mama,People,Mama,Person,me,8,16,English,English
9/22/14,3,Some college,2,Female,Mama,Mama,People,Mama,Person,mother,11,3,English,English
9/23/14,1,Elementary,1,Female,Nana,Mama,People,Mama,Person,me,7,10,English,English
9/22/14,3,Some college,1,Female,Mama,Mama,People,Mama,Person,mom,6,11,English,English
9/22/14,2,Graduate degree,1,Male,Mama,Mama,People,Mama,Person,mother,5,4,English,English
9/22/14,2,Graduate degree,2,Male,Mama,Mama,People,Mama,Person,his mother,6,2,English,English
9/22/14,1,High school,1,Female,Mommy,Mama,People,Mama,Person,myself,8,1,English,English
9/23/14,1,High school,1,Male,Mama,Mama,People,Mama,Person,mother,11,2,English,English
9/24/14,1,College,1,Female,Mama,Mama,People,Mama,Person,MOM,5,18,English,English
9/24/14,2,College,1,Male,Mama,Mama,People,Mama,Toy,mom,12,5,English,English
9/24/14,2,College,2,Male,Mama,Mama,People,Mama,Food and Drink,mom,13,3,English,English
9/23/14,4,College,2,Male,Mama,Mama,People,Mama,Person,Mom,12,17,English,English
9/24/14,1,College,1,Female,Ma,Mama,People,Mama,Person,Me,8,1,English,English
9/24/14,1,Some college,1,Female,Mama,Mama,People,Check,Person,me her Mother,10,5,English,English
9/24/14,1,College,1,Female,Mama,Mama,People,Mama,Person,The mother,9,2,English,English
9/24/14,1,College,1,Male,Mama,Mama,People,Mama,Person,Mother,11,2,English,English
9/24/14,1,College,1,Male,Mama,Mama,People,Mama,Person,The Mother,9,2,English,English
9/24/14,1,Some college,1,Male,Mama,Mama,People,Mama,Person,Myself,7,1,English,English
