date,time,word_original,word_standard,cdi_cat,subject,age,age_current,gender
6/11/14,20:05,Duck,Duck,Animals,animaletc,10,7to12y,Male
6/12/14,12:34,Duck,Duck,Animals,animaletc,11,4to6y,Male
6/12/14,7:19,Duck,Duck,Animals,animaletc,11,4to6y,Female
6/12/14,20:21,Duck,Duck,Animals,animaletc,10,0to3y,Male
6/18/14,10:49,Duck,Duck,Animals,action,10,7to12y,Female
6/11/14,12:31,Fish,Fish,Animals,animaletc,14,7to12y,Female
6/13/14,18:09,George,George,Animals,animaletc,12,0to3y,Male
6/11/14,12:15,Giggsy,Giggsy,Animals,animaletc,10,4to6y,Female
6/15/14,22:19,Heron,Heron,Animals,animaletc,14,7to12y,Female
6/12/14,15:55,Kitten,Kitty,Animals,animaletc,12,0to3y,Male
6/11/14,10:53,Kitty,Kitty,Animals,animaletc,10,0to3y,Female
6/11/14,11:01,Kitty,Kitty,Animals,animaletc,13,7to12y,Female
6/11/14,11:17,Kitty,Kitty,Animals,animaletc,NA,0to3y,Male
6/11/14,11:18,Kitty,Kitty,Animals,animaletc,12,0to3y,Male
6/11/14,16:34,Kee Ka,Kitty,Animals,animaletc,11,7to12y,Male
6/12/14,7:20,Kitty Cat,Kitty,Animals,animaletc,11,0to3y,Male
6/12/14,22:06,Kitty,Kitty,Animals,animaletc,13,0to3y,Male
6/15/14,9:25,Kee,Kitty,Animals,animaletc,11,7to12y,Male
6/11/14,20:41,Lion,Lion,Animals,animaletc,12,0to3y,Male
6/11/14,10:43,Owl,Owl,Animals,animaletc,10,0to3y,Female
6/11/14,15:03,Owl,Owl,Animals,animaletc,12,0to3y,Female
6/11/14,14:42,The Pet Cat's Name,The Pet Cat's Name,Animals,animaletc,10,4to6y,Male
6/11/14,10:56,Tiger,Tiger,Animals,animaletc,13,7to12y,Male
6/11/14,14:42,Tiger,Tiger,Animals,animaletc,11,4to6y,Male
6/11/14,13:46,Turtle,Turtle,Animals,animaletc,10,13plusy,Female
6/11/14,22:02,Turtle,Turtle,Animals,animaletc,14,7to12y,Male
6/11/14,11:01,Boobie,Boob,Body Parts,person,10,4to6y,Female
6/11/14,14:19,Boobie,Boob,Body Parts,action,10,0to3y,Female
6/12/14,13:03,Buttons,Buttons,Clothing,animaletc,13,0to3y,Male
6/11/14,11:23,Shoe,Shoe,Clothing,animaletc,11,4to6y,Female
6/11/14,15:56,Shoe,Shoe,Clothing,animaletc,14,0to3y,Male
6/12/14,8:03,Shoe,Shoe,Clothing,animaletc,14,0to3y,Male
6/11/14,10:35,Shoes,Shoe,Clothing,animaletc,12,0to3y,Female
6/16/14,20:59,Shoes,Shoe,Clothing,animaletc,14,0to3y,Male
6/11/14,10:41,Blue,Blue,Descriptive,,11,13plusy,Male
6/11/14,13:57,Blue,Blue,Descriptive,animaletc,10,4to6y,Male
6/11/14,20:14,Blue,Blue,Descriptive,other,10,0to3y,Male
6/15/14,8:53,Dirty,Dirty,Descriptive,animaletc,12,13plusy,Female
6/11/14,16:25,Good,Good,Descriptive,action,14,0to3y,Male
6/11/14,11:18,Happy,Happy,Descriptive,action,12,0to3y,Female
6/11/14,10:28,Hot,Hot,Descriptive,other,NA,13plusy,Male
6/11/14,12:43,Hot,Hot,Descriptive,animaletc,NA,4to6y,Female
6/13/14,7:02,Hot,Hot,Descriptive,animaletc,10,7to12y,Female
6/13/14,13:45,Hot,Hot,Descriptive,animaletc,NA,4to6y,Female
6/11/14,17:19,Hot,Hot,Descriptive,animaletc,11,0to3y,Male
6/11/14,12:40,Hungry,Hungry,Descriptive,action,10,7to12y,Male
6/11/14,11:52,Purple,Purple,Descriptive,animaletc,14,7to12y,Female
6/11/14,20:43,Agua,Water,Food and Drink,action,10,0to3y,Male
6/14/14,17:15,Agua,Water,Food and Drink,animaletc,NA,0to3y,Male
6/11/14,11:13,Apple,Apple,Food and Drink,animaletc,10,0to3y,Female
6/11/14,12:12,Apple,Apple,Food and Drink,animaletc,10,0to3y,Male
6/11/14,13:02,Apple,Apple,Food and Drink,animaletc,11,7to12y,Male
6/11/14,13:52,Apple,Apple,Food and Drink,animaletc,13,0to3y,Male
6/11/14,14:04,Apple,Apple,Food and Drink,animaletc,10,7to12y,Female
6/11/14,16:40,Avocado,Avocado,Food and Drink,animaletc,10,4to6y,Female
6/11/14,10:30,Banana,Banana,Food and Drink,animaletc,11,0to3y,Male
6/11/14,10:35,Banana,Banana,Food and Drink,animaletc,10,4to6y,Female
6/11/14,15:11,Banana,Banana,Food and Drink,animaletc,10,4to6y,Male
6/12/14,16:07,Banana,Banana,Food and Drink,animaletc,10,7to12y,Female
6/11/14,11:51,Banana,Banana,Food and Drink,animaletc,10,4to6y,Male
6/11/14,11:24,Bread,Bread,Food and Drink,animaletc,14,0to3y,Male
6/11/14,10:38,Cheese,Cheese,Food and Drink,animaletc,11,0to3y,Male
6/11/14,10:47,Cheese,Cheese,Food and Drink,animaletc,12,0to3y,Male
6/11/14,11:54,Cheese,Cheese,Food and Drink,animaletc,10,7to12y,Female
6/11/14,13:02,Cheese,Cheese,Food and Drink,animaletc,12,0to3,Male
6/11/14,21:46,Cheese,Cheese,Food and Drink,animaletc,14,13plusy,Male
6/13/14,10:24,Cookie,Cookie,Food and Drink,animaletc,11,0to3y,Female
6/11/14,10:32,Dessert,Dessert,Food and Drink,animaletc,14,0to3y,Female
6/12/14,0:57,Leche,Milk,Food and Drink,action,11,0to3y,Male
6/11/14,10:54,Milk,Milk,Food and Drink,animaletc,NA,0to3y,Male
6/11/14,11:12,Milk,Milk,Food and Drink,animaletc,NA,0to3y,Male
6/11/14,11:48,Milk,Milk,Food and Drink,animaletc,10,4to6y,Male
6/11/14,13:17,Milk,Milk,Food and Drink,animaletc,12,4to6y,Male
6/11/14,13:49,Milk,Milk,Food and Drink,animaletc,11,0to3y,Male
6/17/14,21:02,Milk,Milk,Food and Drink,animaletc,NA,0to3y,Female
6/11/14,11:30,Pickle,Pickle,Food and Drink,animaletc,14,7to12y,Male
6/11/14,11:01,Agua,Water,Food and Drink,animaletc,10,0to3y,Female
6/11/14,15:12,Water,Water,Food and Drink,animaletc,11,0to3y,Male
6/11/14,11:14,Agua,Water,Food and Drink,animaletc,10,7to12y,Female
6/11/14,14:18,Water,Water,Food and Drink,animaletc,10,0to3y,Female
6/12/14,20:10,Water,Water,Food and Drink,animaletc,NA,0to3y,Male
6/12/14,0:26,All Done,All Done,Games and Routines,action,10,0to3y,Male
6/11/14,14:19,All Done,All Done,Games and Routines,action,14,0to3y,Male
6/4/14,10:00,ByeBye,Bye,Games and Routines,action,14,7to12y,Female
6/11/14,10:28,Bye,Bye,Games and Routines,action,12,4to6y,Female
6/11/14,10:33,Bye,Bye,Games and Routines,action,10,4to6y,Female
6/11/14,11:57,Bye,Bye,Games and Routines,person,11,0to3y,Female
6/11/14,13:03,Bye,Bye,Games and Routines,action,10,0to3y,Female
6/11/14,20:04,Bye,Bye,Games and Routines,action,10,0to3y,Female
6/14/14,20:33,Bye,Bye,Games and Routines,action,12,0to3y,Female
6/11/14,12:07,Bye,Bye,Games and Routines,action,11,0to3y,Female
6/11/14,12:34,ByeBye,Bye,Games and Routines,person,10,4to6y,Male
6/11/14,13:20,ByeBye,Bye,Games and Routines,other,14,4to6y,Male
6/11/14,15:17,ByeBye,Bye,Games and Routines,action,10,0to3y,Female
6/11/14,11:20,Cheers,Cheers,Games and Routines,action,14,0to3y,Male
6/11/14,12:10,Cheers,Cheers,Games and Routines,action,10,0to3y,Male
6/11/14,13:14,Hello,Hello,Games and Routines,other,10,,Male
6/11/14,10:32,Hi,Hi,Games and Routines,other,10,0to3y,Female
6/11/14,10:35,Hi,Hi,Games and Routines,action,11,0to3y,Female
6/11/14,10:36,Hi,Hi,Games and Routines,other,10,0to3y,Female
6/11/14,10:38,Hi,Hi,Games and Routines,action,,4to6y,Male
6/11/14,10:34,Hi,Hi,Games and Routines,person,NA,4to6y,Male
6/11/14,10:43,Hi,Hi,Games and Routines,other,11,7to12y,Female
6/11/14,10:51,Hi,Hi,Games and Routines,other,10,0to3y,Female
6/11/14,11:20,Hi,Hi,Games and Routines,action,10,0to3y,Male
6/11/14,12:37,Hi,Hi,Games and Routines,action,11,4to6y,Male
6/11/14,11:48,Hi,Hi,Games and Routines,action,10,0to3y,Female
6/11/14,11:52,Hi,Hi,Games and Routines,animaletc,14,7to12y,Female
6/11/14,11:59,Hi,Hi,Games and Routines,person,10,0to3y,Male
6/11/14,15:03,Hi,Hi,Games and Routines,other,10,0to3y,Female
6/11/14,12:33,Hi,Hi,Games and Routines,other,13,4to6y,Male
6/11/14,14:09,Hi,Hi,Games and Routines,other,10,0to3y,Male
6/11/14,14:17,Hi,Hi,Games and Routines,action,13,0to3y,Female
6/11/14,15:03,Hi,Hi,Games and Routines,other,10,7to12y,Female
6/11/14,15:04,Hi,Hi,Games and Routines,,12,0to3y,Female
6/11/14,15:13,Hi,Hi,Games and Routines,person,10,0to3y,Female
6/11/14,15:40,Hi,Hi,Games and Routines,other,10,0to3y,Female
6/11/14,16:23,Hi,Hi,Games and Routines,other,10,0to3y,Female
6/11/14,21:53,Hi,Hi,Games and Routines,other,10,0to3y,Male
6/11/14,22:23,Hi,Hi,Games and Routines,other,13,0to3y,Female
6/11/14,22:44,Hi,Hi,Games and Routines,other,10,0to3y,Male
6/12/14,8:47,Hi,Hi,Games and Routines,action,10,0to3y,Male
6/12/14,9:36,Hi,Hi,Games and Routines,action,12,0to3y,Female
6/12/14,12:39,Hi,Hi,Games and Routines,other,13,0to3y,Male
6/12/14,21:48,Hi,Hi,Games and Routines,other,11,7to12y,Male
6/16/14,16:02,Hi,Hi,Games and Routines,person,10,13plusy,Female
6/11/14,10:28,I Love You,I Love You,Games and Routines,action,10,0to3y,Male
6/11/14,10:55,No,No,Games and Routines,other,14,0to3y,Female
6/11/14,11:38,No,No,Games and Routines,action,12,0to3y,Male
6/11/14,11:43,No,No,Games and Routines,animaletc,10,4to6y,Female
6/11/14,13:00,No,No,Games and Routines,action,10,0to3y,Male
6/11/14,13:07,No,No,Games and Routines,other,NA,0to3y,Female
6/11/14,13:16,No,No,Games and Routines,action,10,4to6y,Female
6/11/14,15:19,No,No,Games and Routines,action,13,7to12y,Male
6/11/14,16:35,No,No,Games and Routines,other,11,4to6y,Female
6/12/14,9:06,No,No,Games and Routines,action,12,0to3y,Male
6/16/14,15:25,No,No,Games and Routines,animaletc,10,4to6y,Female
6/12/14,1:14,No,No,Games and Routines,animaletc,11,4to6y,Male
6/12/14,1:15,Noo Noo,No,Games and Routines,animaletc,13,0to3y,Female
6/11/14,14:38,Okay,Okay,Games and Routines,action,14,4to6y,Female
6/11/14,11:00,Please,Please,Games and Routines,action,11,0to3y,Male
6/12/14,12:54,Thank You,Thank You,Games and Routines,other,12,0to3y,Female
6/11/14,12:42,Thank You,Thank You,Games and Routines,other,12,0to3y,Female
6/11/14,10:34,Uh-Oh,Uh oh,Games and Routines,action,10,7to12y,Female
6/11/14,10:31,Uh-Oh,Uh oh,Games and Routines,other,14,0to3y,Female
6/11/14,10:55,Uh-Oh,Uh oh,Games and Routines,action,11,7to12y,Male
6/11/14,10:59,Uh-Oh,Uh oh,Games and Routines,action,13,0to3y,Female
6/11/14,11:06,Uh-Oh,Uh oh,Games and Routines,action,11,4to6y,Male
6/11/14,11:09,Uh-Oh,Uh oh,Games and Routines,action,14,0to3y,Male
6/11/14,11:21,Uh-Oh,Uh oh,Games and Routines,action,12,0to3y,Male
6/11/14,11:36,Uh-Oh,Uh oh,Games and Routines,action,13,0to3y,Male
6/11/14,12:29,Uh-Oh,Uh oh,Games and Routines,action,11,0to3y,Female
6/11/14,13:39,Uh-Oh,Uh oh,Games and Routines,action,NA,0to3y,Female
6/11/14,14:50,Uh-Oh,Uh oh,Games and Routines,other,10,0to3y,Male
6/11/14,14:51,Uh-Oh,Uh oh,Games and Routines,action,11,0to3y,Female
6/11/14,16:26,Uh-Oh,Uh oh,Games and Routines,action,10,0to3y,Female
6/11/14,15:58,Uh-Oh,Uh oh,Games and Routines,action,12,0to3y,Male
6/11/14,17:26,Uh-Oh,Uh oh,Games and Routines,action,12,0to3y,Male
6/12/14,7:13,Uh-Oh,Uh oh,Games and Routines,animaletc,12,0to3y,Female
6/12/14,13:59,Uh-Oh,Uh oh,Games and Routines,action,11,0to3y,Female
6/12/14,15:52,Uh-Oh,Uh oh,Games and Routines,action,10,0to3y,Male
6/14/14,20:31,Uh-Oh,Uh oh,Games and Routines,action,14,4to6y,Male
6/16/14,20:42,Uh-Oh,Uh oh,Games and Routines,action,11,0to3y,Female
6/11/14,11:22,Uh-Oh,Uh oh,Games and Routines,action,14,0to3y,Male
6/11/14,10:44,Wow,Wow,Games and Routines,action,11,0to3y,Male
6/11/14,11:05,Wow,Wow,Games and Routines,other,10,0to3y,Female
6/11/14,13:55,Wow,Wow,Games and Routines,,11,4to6y,Female
6/11/14,10:29,Wow,Wow,Games and Routines,action,10,13plusy,Female
6/11/14,10:39,Yes,Yes,Games and Routines,action,11,4to6y,Male
6/11/14,10:58,Yes,Yes,Games and Routines,other,10,0to3y,Female
6/11/14,22:15,___‹___ç,___‹___ç,N/A,animaletc,10,0to3y,Female
6/11/14,10:58,Abuca,Abuca,N/A,animaletc,11,7to12y,Male
6/11/14,21:27,Adindaa,Adindaa,N/A,action,10,7to12y,Male
6/11/14,20:14,Aja,Aja,N/A,action,10,4to6y,Male
6/16/14,8:20,Baba,Baba,N/A,animaletc,10,4to6y,Male
6/11/14,10:49,Baba,Baba,N/A,,11,0to3y,Male
6/11/14,16:17,Baba,Baba,N/A,animaletc,10,7to12y,Male
6/11/14,21:36,Baba,Baba,N/A,animaletc,10,0to3y,Female
6/11/14,10:44,Bate,Bate,N/A,action,10,4to6y,Female
6/11/14,10:29,Bil,Bil,N/A,animaletc,10,7to12y,Male
6/11/14,13:16,Boba,Boba,N/A,animaletc,10,4to6y,Male
6/11/14,21:42,Bubba,Bubba,N/A,animaletc,10,0to3y,Male
6/12/14,9:21,Bunger,Bunger,N/A,animaletc,10,4to6y,Male
6/11/14,11:47,Bup,Bup,N/A,action,13,7to12y,Female
6/12/14,13:45,Ca,Ca,N/A,person,10,0to3y,Male
6/11/14,14:12,Dat,Dat,N/A,animaletc,11,0to3y,Male
6/14/14,23:38,Deng Deng,Deng Deng,N/A,animaletc,11,4to6y,Female
6/11/14,10:29,Dhudhu,Dhudhu,N/A,animaletc,12,0to3y,Female
6/11/14,12:31,Dodgers,Dodgers,N/A,other,10,4to6y,Male
6/11/14,16:32,Doodhoo,Doodhoo,N/A,animaletc,14,4to6y,Male
6/11/14,14:08,Dow,Dow,N/A,animaletc,10,4to6y,Male
6/11/14,10:48,Erge,Erge,N/A,person,10,7to12y,Female
6/11/14,10:31,Fuck,Fuck,N/A,,14,4to6y,Female
6/11/14,11:45,Giants,Giants,N/A,other,10,0to3y,Male
6/11/14,10:30,Gong,Gong,N/A,animaletc,10,0to3y,Male
6/14/14,14:07,Gu-Gu,Gu-Gu,N/A,person,NA,0to3y,Male
6/11/14,10:40,Gung Gung,Gung Gung,N/A,person,11,0to3y,Female
6/11/14,10:51,Heego,Heego,N/A,action,12,4to6y,Female
6/11/14,10:44,Kotj,Kotj,N/A,animaletc,10,4to6y,Female
6/11/14,10:48,Kuta,Kuta,N/A,animaletc,14,0to3y,Male
6/11/14,22:16,Mum Mum,Mum Mum,N/A,animaletc,10,4to6y,Female
6/11/14,11:14,Mum Mum,Mum Mum,N/A,animaletc,10,7to12y,Male
6/16/14,9:20,Mum-Mum,Mum-Mum,N/A,animaletc,10,13plusy,Female
6/11/14,11:49,Mummam,Mummam,N/A,animaletc,10,4to6y,Female
6/11/14,23:27,Nahana,Nahana,N/A,action,10,4to6y,Male
6/11/14,21:20,Nai-Nai,Nai-Nai,N/A,animaletc,11,7to12y,Male
6/11/14,10:47,Nana,Nana,N/A,action,10,4to6y,Male
6/11/14,16:17,Nana,Nana,N/A,animaletc,14,0to3y,Female
6/11/14,12:50,Nana,Nana,N/A,animaletc,10,0to3y,Male
6/11/14,11:03,Nana,Nana,N/A,other,NA,0to3y,Female
6/11/14,13:43,Otto,Otto,N/A,animaletc,14,0to3y,Male
6/16/14,9:23,Poe-Poe,Poe-Poe,N/A,action,11,13plusy,Female
6/11/14,10:34,Ta,Ta,N/A,other,10,0to3y,Male
6/11/14,20:04,Ta,Ta,N/A,other,10,4to6y,Male
6/11/14,17:05,Tata,Tata,N/A,action,10,0to3y,Female
6/12/14,8:31,Tata,Tata,N/A,animaletc,10,4to6y,Female
6/11/14,13:12,Teta,Teta,N/A,animaletc,10,0to3y,Male
6/12/14,19:42,Tha Tha,Tha Tha,N/A,person,10,7to12y,Female
6/11/14,17:21,Tiens,Tiens,N/A,action,10,0to3y,Female
6/11/14,11:14,Toup,Toup,N/A,animaletc,10,0to3y,Male
6/11/14,10:52,Yai,Yai,N/A,person,10,0to3y,Male
6/11/14,20:31,Daisy,Daisy,Outside Things,animaletc,10,4to6y,Female
6/13/14,11:21,Flower,Flower,Outside Things,animaletc,12,0to3y,Male
6/12/14,16:14,Ivy,Ivy,Outside Things,animaletc,12,4to6y,Female
6/11/14,10:35,Light,Light,Outside Things,animaletc,10,7to12y,Female
6/11/14,10:52,Light,Light,Outside Things,other,NA,4to6y,Female
6/11/14,14:17,Light,Light,Outside Things,animaletc,10,0to3y,Male
6/12/14,4:23,Light,Light,Outside Things,animaletc,10,4to6y,Male
6/11/14,22:10,Light,Light,Outside Things,animaletc,10,13plusy,Male
6/12/14,8:08,Light,Light,Outside Things,animaletc,10,13plusy,Female
6/12/14,10:42,Light,Light,Outside Things,animaletc,11,4to6y,Male
6/12/14,19:27,Light,Light,Outside Things,animaletc,10,0to3y,Male
6/11/14,15:41,Light,Light,Outside Things,,NA,13plusy,Female
6/11/14,13:22,Outside,Outside,Outside Things,action,14,7to12y,Male
6/11/14,12:01,Park,Park,Outside Things,action,NA,0to3y,Female
6/11/14,13:29,Rock,Rock,Outside Things,animaletc,11,4to6y,Male
6/11/14,10:34,Sky,Sky,Outside Things,animaletc,NA,4to6y,Male
6/13/14,6:43,Star,Star,Outside Things,animaletc,10,4to6y,Male
6/11/14,11:02,Tree,Tree,Outside Things,other,11,7to12y,Male
6/11/14,12:12,Tree,Tree,Outside Things,other,11,4to6y,Female
6/11/14,21:09,Tree,Tree,Outside Things,animaletc,10,4to6y,Female
6/11/14,15:40,Aaji,Aaji,People,person,10,0to3y,Female
6/11/14,12:25,Abi,Abi,People,person,10,4to6y,Male
6/12/14,22:12,Ada,Ada,People,person,11,0to3y,Female
6/11/14,13:17,Aj,Aj,People,person,10,7to12y,Female
6/11/14,11:55,Allah,Allah,People,other,10,4to6y,Female
6/11/14,11:57,Allah,Allah,People,other,10,0to3y,Male
6/11/14,15:44,Allah Akbar,Allah Akbar,People,other,13,0to3y,Male
6/11/14,11:23,Baba,Grandma,People,person,,,
6/11/14,13:24,Baba,Grandma,People,person,10,0to3y,Female
6/11/14,16:44,Baba,Grandma,People,person,10,0to3y,Female
6/13/14,10:38,Baba,Grandma,People,person,10,7to12y,Female
6/13/14,15:46,Baba,Grandma,People,person,10,4to6y,Female
6/11/14,10:48,Baby,Baby,People,person,14,0to3y,Male
6/11/14,15:12,Baby,Baby,People,person,10,4to6y,Female
6/12/14,14:46,Baby,Baby,People,person,10,0to3y,Female
6/11/14,18:01,Baby,Baby,People,person,13,4to6y,Male
6/12/14,10:46,Bebe,Baby,People,person,NA,0to3y,Female
6/12/14,15:09,Bide,Bide,People,person,13,0to3y,Male
6/11/14,10:37,David,David,People,person,NA,4to6y,Male
6/11/14,10:37,Sam,Sam,People,animaletc,12,4to6y,Male
6/11/14,10:50,Sean,Sean,People,person,12,7to12y,Female
6/11/14,10:28,Dada,Dada,People,person,10,4to6y,Male
6/11/14,10:32,Papa,Dada,People,person,10,0to3y,Female
6/11/14,10:32,Dada,Dada,People,other,11,0to3y,Male
6/11/14,11:02,Dada,Dada,People,person,13,0to3y,Female
6/11/14,11:06,Dada,Dada,People,person,10,7to12y,Male
6/11/14,11:22,DaDa,Dada,People,person,10,4to6y,Male
6/11/14,12:05,Da,Dada,People,action,14,13plusy,Male
6/11/14,11:47,Papa,Dada,People,person,10,7to12y,Female
6/11/14,12:14,Dada,Dada,People,person,14,4to6y,Male
6/11/14,14:36,Dada,Dada,People,person,10,0to3y,Female
6/11/14,16:30,Dada,Dada,People,person,10,0to3y,Male
6/11/14,20:55,Dada,Dada,People,,10,0to3y,Female
6/12/14,10:00,Dada,Dada,People,person,10,4to6y,Female
6/12/14,7:38,Dada,Dada,People,person,10,4to6y,Female
6/14/14,7:35,Dada,Dada,People,person,10,0to3y,Female
6/16/14,1:31,Eddy,Eddy,People,other,12,13plusy,Male
6/11/14,15:34,Grandma,Grandma,People,person,10,4to6y,Male
6/12/14,8:10,Isla,Isla,People,person,10,4to6y,Male
6/11/14,11:33,Lady,Lady,People,person,NA,7to12y,Male
6/11/14,10:30,Mama,Mama,People,,10,7to12y,Female
6/11/14,11:25,Ma,Mama,People,person,10,0to3y,Male
6/11/14,13:36,Mama,Mama,People,animaletc,10,0to3y,Female
6/11/14,18:33,Mama,Mama,People,,NA,7to12y,Female
